Time,4/18/23 15:44,4/18/23 15:54,4/18/23 16:04,4/18/23 16:14,4/18/23 16:24,4/18/23 16:34,4/18/23 16:44,4/18/23 16:54,4/18/23 17:04,4/18/23 17:14,4/18/23 17:24,4/18/23 17:34,4/18/23 17:44,4/18/23 17:54,4/18/23 18:04,4/18/23 18:14,4/18/23 18:24,4/18/23 18:34,4/18/23 18:44,4/18/23 18:54,4/18/23 19:04,4/18/23 19:14,4/18/23 19:24,4/18/23 19:34,4/18/23 19:44,4/18/23 19:54,4/18/23 20:04,4/18/23 20:14,4/18/23 20:24,4/18/23 20:34,4/18/23 20:44,4/18/23 20:54,4/18/23 21:04,4/18/23 21:14,4/18/23 21:24,4/18/23 21:34,4/18/23 21:44,4/18/23 21:54,4/18/23 22:04,4/18/23 22:14,4/18/23 22:24,4/18/23 22:34,4/18/23 22:44,4/18/23 22:54,4/18/23 23:04,4/18/23 23:14,4/18/23 23:24,4/18/23 23:34,4/18/23 23:44,4/18/23 23:54,4/19/23 0:04,4/19/23 0:14,4/19/23 0:24,4/19/23 0:34,4/19/23 0:44,4/19/23 0:54,4/19/23 1:04,4/19/23 1:14,4/19/23 1:24,4/19/23 1:34,4/19/23 1:44,4/19/23 1:54,4/19/23 2:04,4/19/23 2:14,4/19/23 2:24,4/19/23 2:34,4/19/23 2:44,4/19/23 2:54,4/19/23 3:04,4/19/23 3:14,4/19/23 3:24,4/19/23 3:34,4/19/23 3:44,4/19/23 3:54,4/19/23 4:04,4/19/23 4:14,4/19/23 4:24,4/19/23 4:34,4/19/23 4:44,4/19/23 4:54,4/19/23 5:04,4/19/23 5:14,4/19/23 5:24
C02,0.145757627,0.147460035,0.14798772,0.14978283,0.15015271,0.153088091,0.157544318,0.162669076,0.168708763,0.174918077,0.182659076,0.190747198,0.200135094,0.210922527,0.223417419,0.235885925,0.249194268,0.263615989,0.278028947,0.299051484,0.320900888,0.346943944,0.367228614,0.385730776,0.399413049,0.40690206,0.410222093,0.415779191,0.421215756,0.426707149,0.433196308,0.437750111,0.438187458,0.443995363,0.443871973,0.446359374,0.447222623,0.446540315,0.446220569,0.443255465,0.44264193,0.441637928,0.441261474,0.437531555,0.436356344,0.434360972,0.433994889,0.43064293,0.42851412,0.427403239,0.425626955,0.425286179,0.422681189,0.421237582,0.420961733,0.418435701,0.417285395,0.4158439,0.41549309,0.415128859,0.413674984,0.412087957,0.41194802,0.410566725,0.410280148,0.408805762,0.40772294,0.406324301,0.40447344,0.404477275,0.403727318,0.403071893,0.401959602,0.40272937,0.39960375,0.399560302,0.397931725,0.39632612,0.39638045,0.39480672,0.393616602,0.393653873,0.391691041
D02,0.135601838,0.143059526,0.144010505,0.148329624,0.14561237,0.141780872,0.141740194,0.141137756,0.141360721,0.14096591,0.140832667,0.1414128,0.140728626,0.140832667,0.143902503,0.140979457,0.143262523,0.140827463,0.141532672,0.140897235,0.141074234,0.14098361,0.142879609,0.140752551,0.14083787,0.140703651,0.141076291,0.141210657,0.14048623,0.140648492,0.14139093,0.141850752,0.141427416,0.140860778,0.141906058,0.142104369,0.142588977,0.141339858,0.141994772,0.141590037,0.140692193,0.142642288,0.141882084,0.142306918,0.140767116,0.142311096,0.141024247,0.140870136,0.141853889,0.141756892,0.140865981,0.144708306,0.142550313,0.142345566,0.141124214,0.140995098,0.142407187,0.141470142,0.142299606,0.141848698,0.142855577,0.141004453,0.141962402,0.141050251,0.141855981,0.14103985,0.141857026,0.141198164,0.141247121,0.14184347,0.141255461,0.141923795,0.141512864,0.142805386,0.14190083,0.144394392,0.14273428,0.141420089,0.142452129,0.142043825,0.141431566,0.142035464,0.143167291
E02,0.141516004,0.141363824,0.142281847,0.142982093,0.144075495,0.147436772,0.147446284,0.150396327,0.153802751,0.157645992,0.163372314,0.167300473,0.172787653,0.179984402,0.186064758,0.193502121,0.202572295,0.217072925,0.226885479,0.244362896,0.259280932,0.269636876,0.287454973,0.311946652,0.335557599,0.357574377,0.376067095,0.391103529,0.402286331,0.41327916,0.422088056,0.429724959,0.439711386,0.448634819,0.454124491,0.45680506,0.459634543,0.461725778,0.462000436,0.462443319,0.461736685,0.461941572,0.462135646,0.462307991,0.460531108,0.460635444,0.459307217,0.457693656,0.458129953,0.458622974,0.455020471,0.454312958,0.452587619,0.452116322,0.450582293,0.449000777,0.448907677,0.446818156,0.445657451,0.444851795,0.443652414,0.442208374,0.440802335,0.44037892,0.438984948,0.437731556,0.436860195,0.43563547,0.435247808,0.434344594,0.433084097,0.431731619,0.430782924,0.430115849,0.429006942,0.42835868,0.427371039,0.426731258,0.425182019,0.425548762,0.423376843,0.421980657,0.42134281
F02,0.141516004,0.141363824,0.142281847,0.142982093,0.144075495,0.147436772,0.147446284,0.150396327,0.153802751,0.157645992,0.163372314,0.167300473,0.172787653,0.179984402,0.186064758,0.193502121,0.202572295,0.217072925,0.226885479,0.244362896,0.259280932,0.269636876,0.287454973,0.311946652,0.335557599,0.357574377,0.376067095,0.391103529,0.402286331,0.41327916,0.422088056,0.429724959,0.439711386,0.448634819,0.454124491,0.45680506,0.459634543,0.461725778,0.462000436,0.462443319,0.461736685,0.461941572,0.462135646,0.462307991,0.460531108,0.460635444,0.459307217,0.457693656,0.458129953,0.458622974,0.455020471,0.454312958,0.452587619,0.452116322,0.450582293,0.449000777,0.448907677,0.446818156,0.445657451,0.444851795,0.443652414,0.442208374,0.440802335,0.44037892,0.438984948,0.437731556,0.436860195,0.43563547,0.435247808,0.434344594,0.433084097,0.431731619,0.430782924,0.430115849,0.429006942,0.42835868,0.427371039,0.426731258,0.425182019,0.425548762,0.423376843,0.421980657,0.42134281
G02,0.161529015,0.15754864,0.158830146,0.160372319,0.158457127,0.159615236,0.160701254,0.162950458,0.166384341,0.170548331,0.175086966,0.180440274,0.185115171,0.190918882,0.19651479,0.203854415,0.213230555,0.223959067,0.235520748,0.247352081,0.258988473,0.273131773,0.28927796,0.308253485,0.332593575,0.357565787,0.378057478,0.395565731,0.404003874,0.415700795,0.423524509,0.429864672,0.43926627,0.447319559,0.454445818,0.457652615,0.461050783,0.463851226,0.465050686,0.465826527,0.465435128,0.465635195,0.465835312,0.464818004,0.464475765,0.464127247,0.46203535,0.460678928,0.460118431,0.459606371,0.457272853,0.457096039,0.455340302,0.454591543,0.452824536,0.452086488,0.450382693,0.448372742,0.44725845,0.445978835,0.445025822,0.443585529,0.44239382,0.441282278,0.440040883,0.439173169,0.438040957,0.437119584,0.436393344,0.436306981,0.434176864,0.432641616,0.43188214,0.431095549,0.42984239,0.428722096,0.428213422,0.427513987,0.42590378,0.425689126,0.424079613,0.422860457,0.422137769
H02,0.149416415,0.148512851,0.149100158,0.15089138,0.150232502,0.151647272,0.153357963,0.155920542,0.159363143,0.16352472,0.169250713,0.175203015,0.179820419,0.185911154,0.192795341,0.201738011,0.210740313,0.220884525,0.235887218,0.249355914,0.2610235,0.274881309,0.296138082,0.318699051,0.344932669,0.367875937,0.385589923,0.399443222,0.408761406,0.417004169,0.424375431,0.431660458,0.441625418,0.448231187,0.455282343,0.455353184,0.458993102,0.461231435,0.461544973,0.462904082,0.461930671,0.46325166,0.463142319,0.461780273,0.460733268,0.460737605,0.459250864,0.456945151,0.457024867,0.455679696,0.454180167,0.452655907,0.451588072,0.451066838,0.450903135,0.448383289,0.463161993,0.445562963,0.4441481,0.443798786,0.446485615,0.441151328,0.440424555,0.438953935,0.437741835,0.436633917,0.436533126,0.434954743,0.434356896,0.433631167,0.432205726,0.431800775,0.430750474,0.431451085,0.428960477,0.42834053,0.427038949,0.426825747,0.42576131,0.425891741,0.423538449,0.422547756,0.421793772
A03,0.154547649,0.153077355,0.152385229,0.154221206,0.154991511,0.156155525,0.158284809,0.161926544,0.167268386,0.172705882,0.178200941,0.184236641,0.190994794,0.198589167,0.207898484,0.219083596,0.232384114,0.244446149,0.257485446,0.270664431,0.286691231,0.305863503,0.3298136,0.355306929,0.375804193,0.392959553,0.403813135,0.413327894,0.418739571,0.425871662,0.433196308,0.441583805,0.448755353,0.453773463,0.458363434,0.459038586,0.461146543,0.460828919,0.461673494,0.463236336,0.460535447,0.46135332,0.460079342,0.460478967,0.457169332,0.459508797,0.455516417,0.455080571,0.454126638,0.452734881,0.454349369,0.449299238,0.447673847,0.447087756,0.445443285,0.443938888,0.443627361,0.44163583,0.440439052,0.439297337,0.438340251,0.436152902,0.435752453,0.434690518,0.433729202,0.432167066,0.43204494,0.430243518,0.429664249,0.431560844,0.428007713,0.427435476,0.426459925,0.425801438,0.42374207,0.423562423,0.421660615,0.421454015,0.420751499,0.420230288,0.418656654,0.417848328,0.416214601
B03,0.155255062,0.153926118,0.154167519,0.155284102,0.15528841,0.156819124,0.15971958,0.163490718,0.168739866,0.173578171,0.178389296,0.186342074,0.1921705,0.199324509,0.208494069,0.219214469,0.231353391,0.245030537,0.257368362,0.270590054,0.285594582,0.305420816,0.329474401,0.355479236,0.374522348,0.391911789,0.403639603,0.411887781,0.416677939,0.423945751,0.430687564,0.43915249,0.446496133,0.450743771,0.455484203,0.455473465,0.457952803,0.460913766,0.458692229,0.458231551,0.457354821,0.45727502,0.456305516,0.455398289,0.453833371,0.454443673,0.451551868,0.449047319,0.45002407,0.448123458,0.445080335,0.443339003,0.441600473,0.442187539,0.439407013,0.437428552,0.438076039,0.435372875,0.434766282,0.433137151,0.431459213,0.430004417,0.428952379,0.427548227,0.426765444,0.425861642,0.424637475,0.422878407,0.422505917,0.421658615,0.420777278,0.420166938,0.418885625,0.418790893,0.416383419,0.416328437,0.414454068,0.414067295,0.412945997,0.412718195,0.41152268,0.41001892,0.409245835
C03,0.159462025,0.158180802,0.159137282,0.160824392,0.161197278,0.163381092,0.164751434,0.167787474,0.174246474,0.179440313,0.185241954,0.191450687,0.198200578,0.20541075,0.215886081,0.227393319,0.238933225,0.252338063,0.266695283,0.281815441,0.298681547,0.316439677,0.342034839,0.365482661,0.383885288,0.399751103,0.406514265,0.414860773,0.418863918,0.425238108,0.433367739,0.439978703,0.448013636,0.453136358,0.456327024,0.456611195,0.45797441,0.458145097,0.45751232,0.457738987,0.456962361,0.456497093,0.455041934,0.454103093,0.451852131,0.452734881,0.447633769,0.449034616,0.446062925,0.4465445,0.442623134,0.44031461,0.437500665,0.437677926,0.434346651,0.434009183,0.433037187,0.430103696,0.429593403,0.426980613,0.426916263,0.42414957,0.424581464,0.421440126,0.421501683,0.418857997,0.419844296,0.416532608,0.41592231,0.416458,0.413833053,0.414176668,0.411903343,0.412938195,0.409833263,0.410115665,0.407274834,0.406919343,0.406527706,0.405096567,0.403487144,0.403241396,0.400899417
D03,0.151202535,0.149393036,0.148699346,0.151967518,0.152886832,0.15486359,0.15781482,0.161802005,0.166673662,0.172094737,0.178668569,0.185675665,0.192794178,0.201389677,0.210746431,0.222471823,0.236007712,0.248796357,0.261366809,0.27735,0.294920878,0.316745468,0.342804693,0.36517723,0.382363341,0.39722866,0.405174985,0.410044055,0.414647604,0.419792823,0.427129498,0.434686407,0.43957887,0.444759587,0.44751987,0.449589478,0.450429418,0.449216692,0.450000742,0.44920819,0.447226838,0.4464898,0.44567003,0.444074885,0.442279211,0.441116006,0.439817047,0.437933655,0.435910506,0.434097109,0.432158912,0.430559796,0.428465671,0.427616738,0.425693128,0.423831904,0.422322822,0.420729688,0.418946835,0.417130004,0.416465858,0.414352462,0.413074533,0.411435362,0.410915506,0.408962059,0.408574322,0.40686173,0.40655073,0.405684138,0.403609108,0.403018597,0.401648315,0.401007386,0.39936017,0.399111083,0.39714037,0.396446079,0.395642475,0.394438908,0.392972583,0.391813464,0.391123893
E03,0.154083835,0.151868192,0.152515667,0.154973249,0.154748574,0.156881755,0.159331648,0.163012888,0.168877486,0.173921748,0.180207714,0.187757922,0.1949286,0.203659493,0.213593458,0.22549188,0.239817341,0.254765408,0.269790924,0.288758203,0.307317879,0.331932071,0.358204018,0.377635315,0.392846086,0.405839326,0.411330557,0.416440338,0.42156327,0.427201947,0.43563547,0.44153181,0.44670445,0.451477402,0.452702862,0.453063731,0.453127786,0.45217602,0.451266747,0.449587345,0.449079093,0.448461495,0.448260733,0.444891647,0.443710976,0.442675297,0.440291768,0.438877427,0.436884884,0.435625217,0.43316568,0.432476592,0.430413773,0.428849326,0.428532262,0.425791416,0.425426471,0.423967752,0.422115871,0.421428198,0.420265973,0.418546191,0.41754118,0.416024304,0.415361846,0.413606715,0.413628167,0.412039365,0.411159843,0.41057642,0.40883856,0.407984742,0.406343516,0.407122997,0.404101192,0.404074445,0.402495447,0.402394694,0.400842563,0.399930606,0.398916819,0.397762457,0.396930111
F03,0.148362442,0.144894216,0.147836429,0.148830786,0.149395165,0.151449911,0.154859277,0.159131863,0.164515067,0.170469214,0.177226479,0.184234337,0.192724958,0.201277195,0.213750998,0.225755079,0.239971639,0.253030225,0.268106372,0.28545951,0.305562246,0.330141834,0.356350276,0.374952176,0.39022471,0.402140041,0.405699476,0.40883856,0.412745416,0.419361736,0.426140607,0.432448055,0.436031702,0.4412906,0.442412588,0.444531212,0.445838054,0.445661644,0.446008276,0.44369424,0.443771581,0.443180271,0.44345598,0.439616123,0.439725907,0.437997601,0.43438348,0.433882464,0.430580082,0.42883922,0.427616738,0.425785395,0.423961745,0.421980657,0.421144304,0.41924116,0.418392318,0.416821396,0.415628271,0.414346599,0.412521634,0.412111288,0.410330506,0.409769466,0.408333378,0.407217146,0.406449004,0.40566115,0.403843616,0.403315651,0.401877974,0.401092673,0.399764301,0.399575404,0.397238035,0.397033344,0.395533955,0.394767503,0.394405296,0.393478786,0.392336879,0.390875804,0.390139708
G03,0.154732441,0.153760931,0.15480875,0.152322164,0.154994736,0.15667983,0.16107621,0.166054422,0.16871431,0.174741367,0.18008465,0.185217756,0.19305349,0.199070913,0.210017105,0.219930677,0.233115936,0.245046409,0.257413271,0.272353322,0.28843935,0.308608697,0.332664772,0.361674026,0.37868333,0.39446876,0.407276739,0.408501083,0.413710093,0.418262185,0.424311474,0.431749934,0.43531751,0.441145104,0.442702384,0.447066674,0.447874326,0.447022434,0.448981739,0.44631521,0.44718047,0.445130681,0.446893944,0.443268002,0.442181293,0.440113428,0.438780284,0.436124113,0.433461673,0.43277615,0.430434066,0.42814485,0.426827762,0.423125567,0.424015691,0.420906189,0.419881863,0.418638923,0.416351979,0.416458,0.412846679,0.413144686,0.410514422,0.410818617,0.408817314,0.409299905,0.406719611,0.406786821,0.40535674,0.403098579,0.403056666,0.400763028,0.400842563,0.399192201,0.398511609,0.396659896,0.396067508,0.395301999,0.393476945,0.393799202,0.39206211,0.390742547,0.39045025
H03,0.131987785,0.133528444,0.134093774,0.13447828,0.134409559,0.134426997,0.134442383,0.134529557,0.134612652,0.134674202,0.134649598,0.13515268,0.134641397,0.134691667,0.134903128,0.134795342,0.134880511,0.135056109,0.135419865,0.134997571,0.134863091,0.134552117,0.135148584,0.13491235,0.134592145,0.134652674,0.134769682,0.134953445,0.134636271,0.134854856,0.134965738,0.134700893,0.135019159,0.134767594,0.135086949,0.134818951,0.134938039,0.135067413,0.134808665,0.135403415,0.134755295,0.135146536,0.135330443,0.135267771,0.134763495,0.1356584,0.134876412,0.134697818,0.135215368,0.135183513,0.134773782,0.135038658,0.134644472,0.13529962,0.134885672,0.134821001,0.135583348,0.134716307,0.135132123,0.135243087,0.135255411,0.134732708,0.135263639,0.134844608,0.135209187,0.134871289,0.135400345,0.134913374,0.135002731,0.135412664,0.134834323,0.135465081,0.13507462,0.136033991,0.13513933,0.135599792,0.135116724,0.135195838,0.135645027,0.1356584,0.135267771,0.135570996,0.135149608
A04,0.144743995,0.14533675,0.147439943,0.149261436,0.149737137,0.151399789,0.153440441,0.156213736,0.159519579,0.163081888,0.167208644,0.172328547,0.176254207,0.181855299,0.18786348,0.194227748,0.201556034,0.21093718,0.222357535,0.233870911,0.249122131,0.266525644,0.287892841,0.291544293,0.310302927,0.34713976,0.355312046,0.381221319,0.392732673,0.418486979,0.432631444,0.442483467,0.454550827,0.464993619,0.476772966,0.481144261,0.485283877,0.489623647,0.489252019,0.493008443,0.487112058,0.487213741,0.481281025,0.479499862,0.475506978,0.477016663,0.472885428,0.473012867,0.474051851,0.472079055,0.469739882,0.471907226,0.469001356,0.469746552,0.46714838,0.465962924,0.467545719,0.463076765,0.464381483,0.463415691,0.462519713,0.46069194,0.461586363,0.458205631,0.459242197,0.456733985,0.457372087,0.456182858,0.455239405,0.456342086,0.453521065,0.453655807,0.451396514,0.453230342,0.449468697,0.450601408,0.447302702,0.446637108,0.448372742,0.44580237,0.44373185,0.444778439,0.441952194
B04,0.148366673,0.145549239,0.146773625,0.15050485,0.149397293,0.151476577,0.154233002,0.158317314,0.162858487,0.167972486,0.17332572,0.181639137,0.185940037,0.193562067,0.201801483,0.210820995,0.222021137,0.235317553,0.254154277,0.270501667,0.289732328,0.309871035,0.33215352,0.353776374,0.375559316,0.389183505,0.406585242,0.423281093,0.431493757,0.446287865,0.452649517,0.465358217,0.472306729,0.474150487,0.479890489,0.477337297,0.481933446,0.482397117,0.48071153,0.480622761,0.477016663,0.475707203,0.473975617,0.472688709,0.472175033,0.472291094,0.46937378,0.476432453,0.468644732,0.468472067,0.46567478,0.464949713,0.463422245,0.461664767,0.461584181,0.458986625,0.459897024,0.455497082,0.456889105,0.454546537,0.454748048,0.450905261,0.449195492,0.449663644,0.447336416,0.446637108,0.444667396,0.442560612,0.441804374,0.440617559,0.438212223,0.437309031,0.435266242,0.43514122,0.432478619,0.432391053,0.429253568,0.42837486,0.42821543,0.426566455,0.424451419,0.424337471,0.422275049
C04,0.150990455,0.150104894,0.151312319,0.152937147,0.154102062,0.156002427,0.159047192,0.16282454,0.167340305,0.172531158,0.178300778,0.185314607,0.191351263,0.199407896,0.208736173,0.218322743,0.230308518,0.242601584,0.255279885,0.268199882,0.283123513,0.302029803,0.324869048,0.35125654,0.371668776,0.389641036,0.401079392,0.414241098,0.423360867,0.430065195,0.438453828,0.446014579,0.453373559,0.457527449,0.461499215,0.462698757,0.464052736,0.464717048,0.464853119,0.464818004,0.463691418,0.463978248,0.462687838,0.461956834,0.461209668,0.460192256,0.458571072,0.458772309,0.456938679,0.455802206,0.453604473,0.453878306,0.452058809,0.451475242,0.450191705,0.448034747,0.447848999,0.446176429,0.446174316,0.443497788,0.443270092,0.441588,0.442464701,0.439069763,0.439200062,0.43746357,0.437434716,0.435280608,0.435030537,0.434905562,0.433026987,0.432765944,0.431406376,0.431168682,0.429233336,0.429172673,0.427300553,0.42619079,0.425835541,0.424111591,0.423043834,0.422900306,0.421324914
D04,0.150494233,0.147906225,0.148949548,0.151477636,0.151026656,0.152714584,0.155481067,0.15891371,0.163444668,0.16783289,0.173330201,0.180895462,0.186783814,0.195311938,0.205029284,0.215522505,0.224669259,0.242138712,0.258612911,0.271472209,0.287879714,0.306904256,0.330703911,0.354954062,0.375182424,0.390955401,0.400327699,0.414039957,0.42141627,0.42931422,0.437766587,0.447376484,0.452839501,0.458287748,0.460718035,0.462978398,0.463109525,0.463229779,0.461479643,0.460722408,0.45871171,0.459110076,0.458439107,0.458138607,0.45521149,0.456591836,0.45323676,0.452931287,0.452239987,0.451066838,0.448239634,0.448973269,0.446157526,0.445527256,0.444139721,0.442938145,0.443029994,0.440804399,0.440262726,0.439146275,0.438131733,0.436216581,0.436097409,0.433853868,0.434232108,0.431935035,0.432329949,0.43078496,0.429747247,0.429807984,0.428120664,0.428308245,0.426030207,0.426492077,0.42469749,0.424227508,0.422233262,0.421350737,0.421172061,0.419778998,0.418660603,0.418297676,0.416532608
E04,0.155847249,0.154214745,0.155316398,0.15724802,0.157498894,0.159548945,0.1617343,0.165416187,0.169531928,0.175139927,0.182129937,0.189776836,0.197437469,0.208120818,0.219782106,0.231336736,0.244755429,0.259160654,0.272201177,0.289864325,0.310358264,0.334808597,0.358911959,0.379492242,0.396943229,0.405969616,0.418421912,0.425222083,0.432073426,0.44026066,0.447494559,0.454233725,0.457864237,0.461867472,0.462554621,0.463181667,0.46253499,0.461279298,0.460783264,0.460044629,0.460800681,0.459073235,0.45835046,0.457907422,0.455707653,0.454977543,0.454443673,0.453373559,0.450578074,0.450563178,0.448787112,0.446761307,0.445699455,0.444223461,0.443955615,0.442696145,0.440493018,0.440061595,0.438255595,0.438327872,0.436177556,0.435879728,0.434596316,0.433913118,0.432747634,0.432356428,0.431235704,0.430219179,0.429447748,0.428401078,0.427214028,0.426447902,0.425570799,0.424399437,0.423652217,0.422693122,0.421690418,0.420561175,0.4197493,0.41907128,0.41841401,0.41727359,0.416157691
F04,0.160426747,0.158747716,0.159987083,0.161308564,0.160692528,0.163842898,0.166694683,0.170599611,0.174892189,0.181392251,0.187805497,0.193042934,0.202428351,0.21224674,0.22360881,0.236199526,0.248857777,0.262636675,0.276042136,0.293591642,0.313827598,0.33766177,0.362604409,0.382913698,0.398728297,0.4095066,0.419462532,0.425731241,0.432657942,0.440935228,0.446428796,0.452596165,0.456740424,0.460633257,0.460455081,0.461277115,0.460611532,0.45953047,0.460285623,0.458631654,0.458011128,0.457033507,0.457913916,0.456555215,0.455901088,0.452869393,0.452429785,0.449820501,0.450202317,0.447273201,0.447865872,0.444091607,0.444472574,0.44260856,0.441937635,0.439148347,0.437684125,0.436862278,0.435073582,0.434903508,0.433510673,0.432633471,0.431327108,0.430488789,0.429465929,0.428334467,0.427830326,0.426341421,0.425286179,0.424469421,0.423660219,0.422768818,0.422092012,0.421384486,0.419765134,0.419223375,0.417501826,0.416862636,0.416448197,0.415273744,0.413920888,0.413868189,0.412552752
G04,0.153653727,0.151788152,0.152144804,0.152455792,0.151462696,0.151736902,0.151378453,0.151202535,0.15085301,0.150972317,0.150936111,0.151161999,0.150848766,0.150909485,0.151325108,0.151099122,0.151292074,0.151203595,0.151602432,0.151328323,0.15168141,0.151342172,0.151546959,0.151418969,0.151627007,0.151839397,0.151892752,0.151947232,0.151641941,0.151969635,0.151889541,0.151953617,0.151844726,0.152245234,0.152128793,0.152167234,0.152620456,0.152246292,0.152024105,0.152292269,0.15217471,0.151913041,0.152884684,0.151934388,0.151421088,0.15277344,0.152246292,0.151700614,0.151970693,0.152490013,0.151538449,0.151585378,0.151719817,0.151857536,0.151961097,0.151856477,0.152432284,0.151798811,0.151534176,0.152161909,0.151733689,0.151560837,0.151624852,0.151624852,0.151551232,0.151155602,0.151488302,0.151612035,0.151469088,0.151243031,0.151550173,0.15149042,0.151093821,0.151957886,0.151449911,0.151324048,0.151102339,0.151389121,0.151173733,0.151581105,0.151068228,0.151013894,0.151023475
H04,0.12372353,0.124065891,0.124470647,0.124341344,0.124594938,0.124734345,0.124639081,0.124797545,0.124780493,0.124877784,0.124886793,0.124799525,0.124842676,0.124871764,0.125084528,0.12490687,0.124928965,0.124850677,0.124724322,0.124766431,0.124821587,0.124554833,0.124417508,0.124740366,0.124582931,0.124603954,0.124712279,0.124374431,0.124429559,0.124650077,0.124398458,0.124648095,0.124448568,0.12461701,0.124331351,0.124505707,0.124579899,0.124354369,0.12447263,0.124269211,0.124516746,0.124207101,0.124405495,0.124281227,0.124520749,0.124194071,0.124562878,0.124356391,0.124218108,0.124329329,0.124368405,0.124066864,0.124449579,0.124185047,0.124477644,0.124296277,0.123988771,0.124296277,0.124199089,0.124192087,0.124218108,0.124233159,0.124066864,0.124297249,0.12404885,0.124179057,0.124049861,0.124214102,0.124251166,0.124101918,0.124184075,0.123957755,0.124128955,0.123888672,0.124280216,0.124094915,0.124176062,0.124133973,0.123924713,0.12395974,0.124109932,0.1238406,0.123965733
A05,0.116303566,0.118122269,0.118567,0.117887242,0.118480975,0.11868468,0.118721274,0.118757904,0.118763812,0.118907307,0.118810323,0.118319874,0.118761842,0.118818238,0.118913212,0.118934,0.119016157,0.118979548,0.118458234,0.118873642,0.118740101,0.118685665,0.118208207,0.11878756,0.118689643,0.118733169,0.118768774,0.118359415,0.118652062,0.118724267,0.118384132,0.118764796,0.118303078,0.118855844,0.118254659,0.118730175,0.118745024,0.118247719,0.11874207,0.118294168,0.118734154,0.11818352,0.118777675,0.118288253,0.118774721,0.118234904,0.118828122,0.1187015,0.118198348,0.118686689,0.118593714,0.118142029,0.118574919,0.118161789,0.118734154,0.118670853,0.118127199,0.11863327,0.11806598,0.118460244,0.118147945,0.118497803,0.118116352,0.118473092,0.118053119,0.118527437,0.118031382,0.11848594,0.118486926,0.118090673,0.118588749,0.117952393,0.118436517,0.117928717,0.118617432,0.118167705,0.118608528,0.118432536,0.118000767,0.118384132,0.118454293,0.117841816,0.118377194
B05,0.122035768,0.123182542,0.123711537,0.123698531,0.12361449,0.123841612,0.123782555,0.123920705,0.12385364,0.123981766,0.123991767,0.124033831,0.123936701,0.123836629,0.124026827,0.123934716,0.123793573,0.123921678,0.124027838,0.1238406,0.12378458,0.123610479,0.123596457,0.1238406,0.123621462,0.123509436,0.123680501,0.123630497,0.123521435,0.123681514,0.12364849,0.123686498,0.123679489,0.123773562,0.123672479,0.123792561,0.12378057,0.123707526,0.12358746,0.123721544,0.123664496,0.123581462,0.123482438,0.123713523,0.123661497,0.123453451,0.123798595,0.123551469,0.123619476,0.123325442,0.123578462,0.123453451,0.123412461,0.123592445,0.12363447,0.12352946,0.12326347,0.123519448,0.123512436,0.123304474,0.123497437,0.123389432,0.123494437,0.123453451,0.123397459,0.123389432,0.12335245,0.123422437,0.123436425,0.123448425,0.123337446,0.123406461,0.12335245,0.123092592,0.12333047,0.123336472,0.123323455,0.123287481,0.123309463,0.123096569,0.123284479,0.123222501,0.123155524
C05,0.119652097,0.122056681,0.121749775,0.12193909,0.121951053,0.12201982,0.121974941,0.122099558,0.122111517,0.122192254,0.122102528,0.1224416,0.122144423,0.12219624,0.122340871,0.122131449,0.122129455,0.122305948,0.122513451,0.1221454,0.122195263,0.121813528,0.122169316,0.122268053,0.122057697,0.1220258,0.122349855,0.122252113,0.121907184,0.122214214,0.122285009,0.122090568,0.122426642,0.122225154,0.122251097,0.122181313,0.122246096,0.122324894,0.122076615,0.122298955,0.122029788,0.122172325,0.12205371,0.122149386,0.122109524,0.122175334,0.12220425,0.12193909,0.122215191,0.121904213,0.121978929,0.122058674,0.121947066,0.122210228,0.122087598,0.121977951,0.121989914,0.121983933,0.12205371,0.121779658,0.122211205,0.121910195,0.122163337,0.121954025,0.122131449,0.121883293,0.122110501,0.121960007,0.12187731,0.122075638,0.121903196,0.122039755,0.121775668,0.121893225,0.121944055,0.122097564,0.121931114,0.121927125,0.122005864,0.121617311,0.121883293,0.121927125,0.121708936
D05,0.136055603,0.137731664,0.138626538,0.139347873,0.138702118,0.138912426,0.138668976,0.138817101,0.138855421,0.138840943,0.138635831,0.139321954,0.138588197,0.138570587,0.138752862,0.138584058,0.138501231,0.138682444,0.139334388,0.138499161,0.138545751,0.138143174,0.138795363,0.138373931,0.138268358,0.138299422,0.138258003,0.138901033,0.138026318,0.138301493,0.138788104,0.138289068,0.138932127,0.138275588,0.138781898,0.138268358,0.138306652,0.138892723,0.138119406,0.138719723,0.138084222,0.138589251,0.139205791,0.138648284,0.137996326,0.139637378,0.138173193,0.137851577,0.138416356,0.139059603,0.138022173,0.138286997,0.137808155,0.138597529,0.137927029,0.137734794,0.139562636,0.13796117,0.13830251,0.138801568,0.138578903,0.13780299,0.13845776,0.137947718,0.138368735,0.137820556,0.13851572,0.137959098,0.138059396,0.138566448,0.137962188,0.138599598,0.138066629,0.139821119,0.138192852,0.138806758,0.1382011,0.138206298,0.13896322,0.139311549,0.138342871,0.138945587,0.138363578
